x,orig,origS,noisy,TV,TV2,TV1a2,TV1R
0.032064128256513,-1.22492287404833,-1.22492287404833,-0.823172871835773,-1.1069699622911,-1.336463446013,-1.34087754688298,-1.1069699622911
0.0340681362725451,-1.15936604725626,-1.15936604725626,-1.34220072295727,-1.10582897644867,-1.26529003600581,-1.26976607345005,-1.10582897644867
0.0360721442885772,-1.09441482625442,-1.09441482625442,-0.900206856620808,-1.10582897644867,-1.19513434090535,-1.19969606242071,-1.10582897644867
0.0380761523046092,-1.0300692110428,-1.0300692110428,-1.31653581947816,-1.10472011736315,-1.12497864580489,-1.12962605139137,-1.10472011736315
0.0400801603206413,-0.966329201621409,-0.966329201621409,-1.14595167962274,-1.10472011736315,-1.05537234006386,-1.06010518570556,-1.10472011736315
0.0420841683366733,-0.903194797990246,-0.903194797990246,-1.03766707082071,-1.03766695762742,-0.985518858610508,-0.990122127610429,-1.03766695762742
0.0440881763527054,-0.84066600014931,-0.84066600014931,-0.978343786157668,-0.978343778853489,-0.915665377157159,-0.9201390695153,-0.978343778853489
0.0460921843687375,-0.7787428080986,-0.7787428080986,-0.857364266141651,-0.857364312315643,-0.84619379607226,-0.850060657221277,-0.857364312315643
0.0480961923847695,-0.717425221838118,-0.717425221838118,-0.725943753554209,-0.844190591063292,-0.777881614513371,-0.78059034009718,-0.844190591063292
0.0501002004008016,-0.656713241367862,-0.656713241367862,-0.961259737480999,-0.843012788268894,-0.709569432954483,-0.711120022973082,-0.843012788268894
0.0521042084168337,-0.596606866687833,-0.596606866687833,-0.333990608953827,-0.549575339259692,-0.644122506064817,-0.643382999741631,-0.549575339259692
0.0541082164328657,-0.537106097798032,-0.537106097798032,-0.544776603857702,-0.548569573340747,-0.581029241196654,-0.577093086976791,-0.548569573340747
0.0561122244488978,-0.478210934698457,-0.478210934698457,-0.767947255369289,-0.548569573340747,-0.517935976328491,-0.51080317421195,-0.548569573340747
0.0581162324649299,-0.41992137738911,-0.41992137738911,-0.333660359387746,-0.333660414323925,-0.45927887709225,-0.447171085710275,-0.333660414323925
0.0601202404809619,-0.362237425869989,-0.362237425869989,-0.000282493996493605,-0.288894251871221,-0.403643159053709,-0.385498433791376,-0.288894251871221
0.062124248496994,-0.305159080141095,-0.305159080141095,-0.35623187051355,-0.287888942025812,-0.348007441015168,-0.336092406044849,-0.287888942025812
0.064128256513026,-0.248686340202429,-0.248686340202429,-0.329676611987191,-0.287888942025812,-0.296777163452738,-0.289140755909743,-0.287888942025812
0.0661322645290581,-0.19281920605399,-0.19281920605399,-0.309182644050542,-0.287006084170563,-0.245601378971096,-0.241458241412396,-0.287006084170563
0.0681362725450902,-0.137557677695776,-0.137557677695776,-0.443310705858253,-0.287006084170563,-0.194425594489453,-0.193775726915049,-0.287006084170563
0.0701402805611222,-0.0829017551277906,-0.0829017551277906,0.175606363762453,-0.0831195421290115,-0.144358619031511,-0.145713348634838,-0.0831195421290115
0.0721442885771543,-0.0288514383500322,-0.0288514383500322,-0.011387483951325,-0.0831195421290115,-0.0937080080806288,-0.0966069872170676,-0.0831195421290115
0.0741482965931864,0.0245932726374996,0.0245932726374996,-0.261821012430955,-0.0822629119394134,-0.0430573971297462,-0.0475006257992975,-0.0822629119394134
0.0761523046092184,0.0774323778348043,0.0774323778348043,-0.233162748586525,-0.0822629119394134,0.00951582110946232,0.00447393622844847,-0.0822629119394134
0.0781563126252505,0.129665877241881,0.129665877241881,0.0659014214816254,0.0456855989528262,0.0634300833934056,0.0587572365127429,0.0456855989528262
0.0801603206412826,0.181293770858732,0.181293770858732,0.0254697741364112,0.0456855989528262,0.117344345677349,0.113040536797037,0.0456855989528262
0.0821643286573146,0.232316058685356,0.232316058685356,0.227397593298951,0.14860653563603,0.172620416111428,0.169344840531817,0.14860653563603
0.0841683366733467,0.282732740721753,0.282732740721753,0.166135894162,0.14860653563603,0.227363083720035,0.22540751401532,0.14860653563603
0.0861723446893788,0.332543816967922,0.332543816967922,0.0534021195868767,0.149722612985795,0.282105751328643,0.281470187498824,0.149722612985795
0.0881763527054108,0.381749287423865,0.381749287423865,0.647836138859523,0.521715483775722,0.334955453033101,0.336257421143885,0.521715483775722
0.0901803607214429,0.430349152089581,0.430349152089581,0.595578126629925,0.522737439660715,0.385092787598742,0.388630395947037,0.522737439660715
0.0921843687374749,0.478343410965069,0.478343410965069,0.328206203456175,0.522737439660715,0.435230122164384,0.43725640775746,0.522737439660715
0.094188376753507,0.525732064050331,0.525732064050331,0.519329679001563,0.523759395545709,0.481219506666548,0.482291469776906,0.523759395545709
0.0961923847695391,0.572515111345365,0.572515111345365,0.680409314672753,0.613525625363894,0.525321331432399,0.52561751079693,0.613525625363894
0.0981963927855711,0.618692552850173,0.618692552850173,0.584672165228912,0.614674859206836,0.56942315619825,0.568943551816955,0.614674859206836
0.100200400801603,0.664264388564754,0.664264388564754,0.812777845440246,0.614674859206836,0.610203628493075,0.609288271966914,0.614674859206836
0.102204408817635,0.709230618489108,0.709230618489108,0.599076091723678,0.615652937666279,0.651394247571205,0.650102863120692,0.615652937666279
0.104208416833667,0.753591242623235,0.753591242623235,0.397245705920012,0.615652937666279,0.692584866649334,0.69091745427447,0.615652937666279
0.106212424849699,0.797346260967135,0.797346260967135,0.769289108903193,0.711093865344143,0.734557575636929,0.73264910904038,0.711093865344143
0.108216432865731,0.840495673520808,0.840495673520808,0.652898543811346,0.711093865344143,0.777752008045323,0.775609094156738,0.711093865344143
0.110220440881764,0.883039480284254,0.883039480284254,0.864159556184969,0.781994040199537,0.820946440453718,0.818569079273097,0.781994040199537
0.112224448897796,0.924977681257473,0.924977681257473,0.699828438244824,0.781994040199537,0.865908226115167,0.863341846233998,0.781994040199537
0.114228456913828,0.966310276440465,0.966310276440465,0.928906393134144,0.928906364413375,0.910913443471686,0.908199410699403,0.928906364413375
0.11623246492986,1.00703726583323,1.00703726583323,1.08937622300693,0.970346761259319,0.955918660828206,0.953056975164808,0.970346761259319
0.118236472945892,1.04715864943577,1.04715864943577,1.00334216875755,0.971406383401154,1.00080738497148,0.997920650423259,0.971406383401154
0.120240480961924,1.08667442724808,1.08667442724808,1.14075914356887,0.971406383401154,1.04515570823812,1.04241414914372,0.971406383401154
0.122244488977956,1.12558459927016,1.12558459927016,0.652147891273503,0.972466005542989,1.08950403150476,1.08690764786419,0.972466005542989
0.124248496993988,1.16388916550202,1.16388916550202,1.46276988302177,1.23618233997921,1.13241268680524,1.1303398271926,1.23618233997921
0.12625250501002,1.20158812594365,1.20158812594365,1.15397597825176,1.23724806210045,1.17381512451943,1.17263787423623,1.23724806210045
0.128256513026052,1.23868148059505,1.23868148059505,1.3301137121892,1.23724806210045,1.21521756223362,1.21493592127985,1.23724806210045
0.130260521042084,1.27516922945623,1.27516922945623,1.064890890254,1.2382647119789,1.25423015712842,1.25560572698833,1.2382647119789
0.132264529058116,1.31105137252718,1.31105137252718,1.17545748693262,1.2382647119789,1.29158207895414,1.29518431753044,1.2382647119789
0.134268537074148,1.3463279098079,1.3463279098079,1.53726245355694,1.43181311758211,1.32893400077985,1.33476290807255,1.43181311758211
0.13627254509018,1.38099884129839,1.38099884129839,1.32636509073092,1.43181311758211,1.36249022868865,1.371648622692,1.43181311758211
0.138276553106212,1.41506416699866,1.41506416699866,1.90999346378967,1.45726205438032,1.39344659598514,1.4065266975483,1.45726205438032
0.140280561122244,1.4485238869087,1.4485238869087,1.27969023537957,1.45726205438032,1.42440296328163,1.4331851959309,1.45726205438032
0.142284569138277,1.48137800102852,1.48137800102852,1.43028082181806,1.45789140440221,1.45222627470601,1.45775902961374,1.45789140440221
0.144288577154309,1.5136265093581,1.5136265093581,1.51939700016651,1.45789140440221,1.48106164002181,1.48363165490399,1.45789140440221
0.146292585170341,1.54526941189746,1.54526941189746,1.27170299716357,1.45878070198104,1.50989700533762,1.50950428019424,1.45878070198104
0.148296593186373,1.5763067086466,1.5763067086466,1.67161028417976,1.45878070198104,1.5401328369139,1.53729750720107,1.45878070198104
0.150300601202405,1.6067383996055,1.6067383996055,1.37335599690505,1.45966887965606,1.57255038897265,1.56726886724414,1.45966887965606
0.152304609218437,1.63656448477418,1.63656448477418,1.21117388023186,1.45966887965606,1.6049679410314,1.5988332966452,1.45966887965606
0.154308617234469,1.66578496415263,1.66578496415263,2.01641734838749,1.7732423247883,1.64005879509781,1.63313252531225,1.7732423247883
0.156312625250501,1.69439983774086,1.69439983774086,1.61217043628295,1.7732423247883,1.6756406814124,1.66787795070962,1.7732423247883
0.158316633266533,1.72240910553886,1.72240910553886,1.70111094129435,1.77422369642917,1.71122256772698,1.70262337610698,1.77422369642917
0.160320641282565,1.74981276754663,1.74981276754663,1.87084160014632,1.77422369642917,1.74795123813062,1.73851745310724,1.77422369642917
0.162324649298597,1.77661082376417,1.77661082376417,2.0342851003351,1.7751103611312,1.78502554957162,1.77488965783013,1.7751103611312
0.164328657314629,1.80280327419149,1.80280327419149,1.70784744326666,1.7751103611312,1.82209986101261,1.81126186255303,1.7751103611312
0.166332665330661,1.82839011882858,1.82839011882858,1.5317402618493,1.7759620703989,1.86126600699165,1.85008569583797,1.7759620703989
0.168336673346693,1.85337135767544,1.85337135767544,1.82021088909087,1.7759620703989,1.90171410882224,1.89085006242982,1.7759620703989
0.170340681362725,1.87774699073208,1.87774699073208,1.67955178134486,1.77709886360892,1.94216221065283,1.93161442902168,1.77709886360892
0.172344689378758,1.90151701799849,1.90151701799849,2.19357929556217,2.0353486950123,1.98306011389311,1.97398168483224,2.0353486950123
0.17434869739479,1.92468143947467,1.92468143947467,1.87829601187136,2.0365264978067,2.02169250784921,2.01520073488726,2.0365264978067
0.176352705410822,1.94724025516063,1.94724025516063,2.21566587153796,2.13297109527626,2.0603249018053,2.05641978494228,2.13297109527626
0.178356713426854,1.96919346505636,1.96919346505636,2.33672475271251,2.13392570753807,2.09420013776667,2.09517214563092,2.13392570753807
0.180360721442886,1.99054106916186,1.99054106916186,2.00763187273643,2.13392570753807,2.12429806469237,2.11624358696214,2.13392570753807
0.182364729458918,2.01128306747713,2.01128306747713,2.29962750580075,2.1346271522412,2.15439599161807,2.13731502829337,2.1346271522412
0.18436873747495,2.03141946000218,2.03141946000218,2.20627060843407,2.1346271522412,2.17756604775618,2.13860150984107,2.1346271522412
0.186372745490982,2.050950246737,2.050950246737,2.34837742159266,2.13507516218034,2.17660290034479,2.13878765241125,2.13507516218034
0.188376753507014,2.06987542768159,2.06987542768159,2.47607140695494,2.13507516218034,2.17563975293339,2.13897379498143,2.13507516218034
0.190380761523046,2.08819500283596,2.08819500283596,2.00178203045819,2.13513678353843,2.16913244213564,2.13792172195697,2.13513678353843
0.192384769539078,2.1059089722001,2.1059089722001,1.96488768899775,2.13513678353843,2.16238104580855,2.13752970764435,2.13513678353843
0.19438877755511,2.12301733577401,2.12301733577401,2.09650583407048,2.13519936051713,2.15562964948145,2.13713769333174,2.13519936051713
0.196392785571142,2.1395200935577,2.1395200935577,2.0782555406771,2.13519936051713,2.14753006401309,2.13700187913341,2.13519936051713
0.198396793587174,2.15541724555115,2.15541724555115,2.29434700576237,2.13534565420079,2.13906547474572,2.13604444859662,2.13534565420079
0.200400801603206,2.17070879175439,2.17070879175439,2.18544068436837,2.13534565420079,2.13060088547835,2.13508701805982,2.13534565420079
0.202404809619238,2.18539473216739,2.18539473216739,2.34652835205107,2.13520657757906,2.12160859907465,2.13266998084892,2.13520657757906
0.204408817635271,2.19947506679017,2.19947506679017,2.03991171542623,2.13520657757906,2.11462109655969,2.1304559619548,2.13520657757906
0.206412825651303,2.21294979562272,2.21294979562272,2.23293370313611,2.13486014673177,2.10763359404472,2.12824194306068,2.13486014673177
0.208416833667335,2.22581891866504,2.22581891866504,1.71618110835338,2.13486014673177,2.10562411383787,2.12691925487498,2.13486014673177
0.210420841683367,2.23808243591714,2.23808243591714,1.75356363085926,2.13513947590478,2.10786935558109,2.12794888979637,2.13513947590478
0.212424849699399,2.24974034737901,2.24974034737901,2.13246860020372,2.13513947590478,2.13306446753946,2.15368227589134,2.13513947590478
0.214428857715431,2.26079265305065,2.26079265305065,1.97174178669486,2.13617754629813,2.16447965643973,2.18322192409186,2.13617754629813
0.216432865731463,2.27123935293207,2.27123935293207,2.42182579983818,2.13617754629813,2.19625988926966,2.21341423826382,2.13617754629813
0.218436873747495,2.28108044702325,2.28108044702325,1.84496614994045,2.13735089665254,2.22804012209958,2.24360655243577,2.13735089665254
0.220440881763527,2.29031593532422,2.29031593532422,2.48351583906722,2.39690720670418,2.26005324475492,2.2744264533104,2.39690720661898
0.222444889779559,2.29894581783495,2.29894581783495,2.46169816994838,2.39796774699475,2.28929455538388,2.30376898945007,2.39796774690954
0.224448897795591,2.30697009455546,2.30697009455546,2.26906115837851,2.39796774699475,2.31853586601284,2.33311152558974,2.39796774690954
0.226452905811623,2.31438876548574,2.31438876548574,2.37868321347258,2.39902828728531,2.34294864899533,2.36003942790417,2.39902828720011
0.228456913827655,2.32120183062579,2.32120183062579,2.52053190986923,2.40019548965849,2.36341485131196,2.38490346785301,2.40019548957329
0.230460921843687,2.32740928997562,2.32740928997562,2.49903814348908,2.40120310228693,2.38388105362859,2.39948920296544,2.40120310220174
0.232464929859719,2.33301114353522,2.33301114353522,2.59170554837526,2.40120310228693,2.38810948584036,2.40050138471754,2.40120310220174
0.234468937875752,2.33800739130459,2.33800739130459,2.5695382611822,2.40176001804195,2.38981998461474,2.4008604479444,2.40176001795676
0.236472945891784,2.34239803328374,2.34239803328374,2.47656514071675,2.40176001804195,2.39153048338912,2.40121951117127,2.40176001795676
0.238476953907816,2.34618306947266,2.34618306947266,2.22745415343881,2.40211514346692,2.39002229861759,2.40089177544787,2.40211514338172
0.240480961923848,2.34936249987135,2.34936249987135,2.2606350981687,2.40211514346692,2.39009466799347,2.40080457462261,2.40211514338172
0.24248496993988,2.35193632447981,2.35193632447981,2.47557065415977,2.40260290387809,2.39016703736935,2.40071737379736,2.4026029037929
0.244488977955912,2.35390454329805,2.35390454329805,2.1476778239205,2.40260290387809,2.39283988060255,2.40098986307267,2.4026029037929
0.246492985971944,2.35526715632606,2.35526715632606,2.46634542227608,2.40329500024982,2.39808943533051,2.40201569837915,2.40329500016463
0.248496993987976,2.35602416356384,2.35602416356384,2.26850123332991,2.40329500024982,2.40333899005846,2.40304153368562,2.40329500016463
0.250501002004008,2.36249026705325,2.36249026705325,2.57476393371703,2.40410888183209,2.4129902481386,2.40524932947745,2.40410888174689
0.25250501002004,2.38767337449685,2.38767337449685,2.59055296082644,2.40410888183209,2.42566290872584,2.40863633859664,2.40410888174689
0.254509018036072,2.41285648194046,2.41285648194046,2.05758633899212,2.40501951861916,2.43833556931308,2.41202334771582,2.40501951853397
0.256513026052104,2.43803958938406,2.43803958938406,2.49523868019978,2.40501951861916,2.45802126234343,2.43996120693132,2.40501951853397
0.258517034068136,2.46322269682767,2.46322269682767,2.22373987636369,2.40612643208292,2.48119206653782,2.46984949278023,2.40612643199773
0.260521042084168,2.48840580427127,2.48840580427127,2.50624252672513,2.47768099016768,2.50436287073222,2.49973777862914,2.47768099005243
0.2625250501002,2.51358891171488,2.51358891171488,2.69147779849491,2.47866949914292,2.53284560627272,2.53205539872206,2.47866949902767
0.264529058116232,2.53877201915848,2.53877201915848,2.2372981700289,2.47866949914292,2.56232466910273,2.5644445464494,2.47866949902767
0.266533066132265,2.56395512660209,2.56395512660209,2.84242231331486,2.70649800795101,2.59180373193274,2.59683369417674,2.70649776260034
0.268537074148297,2.5891382340457,2.5891382340457,2.62412498482924,2.70649800795101,2.62285305428794,2.62896819053751,2.70649776260034
0.270541082164329,2.6143213414893,2.6143213414893,2.83517045905648,2.70742715820949,2.6525907511987,2.65937758613398,2.70742691285883
0.272545090180361,2.63950444893291,2.63950444893291,2.52613368529932,2.70742715820949,2.68232844810946,2.68978698173045,2.70742691285883
0.274549098196393,2.66468755637651,2.66468755637651,2.82819942669567,2.77784162104278,2.71022360612453,2.71746996694053,2.77782819040645
0.276553106212425,2.68987066382012,2.68987066382012,2.78603268419691,2.77784162104278,2.73658828032389,2.74352545670642,2.77782819040645
0.278557114228457,2.71505377126372,2.71505377126372,2.75773340391436,2.77895173184931,2.76295295452325,2.76958094647231,2.77893830121297
0.280561122244489,2.74023687870733,2.74023687870733,2.77496815036823,2.77895173184931,2.78661961654285,2.79266275161338,2.77893830121297
0.282565130260521,2.76541998615094,2.76541998615094,2.89376907342913,2.77998621259818,2.80883865091157,2.8143203134842,2.77997278196185
0.284569138276553,2.79060309359454,2.79060309359454,2.72591738424707,2.77998621259818,2.83105768528029,2.83597787535502,2.77997278196185
0.286573146292585,2.81578620103815,2.81578620103815,2.68798778783708,2.78104922125892,2.85069124322447,2.85501834853181,2.78103579062258
0.288577154308617,2.84096930848175,2.84096930848175,3.06843368665003,2.93028633385067,2.86847784198299,2.87218543317692,2.78596799412195
0.290581162324649,2.86615241592536,2.86615241592536,3.04041873836818,2.93127067888873,2.88626444074152,2.88917867845259,2.78672508280871
0.292585170340681,2.89133552336896,2.89133552336896,2.91049578106932,2.93127067888873,2.90075400699214,2.90274784919104,2.78672508280871
0.294589178356713,2.91651863081257,2.91651863081257,3.13602872730705,2.93191788338999,2.91474112707646,2.91559936652654,2.78669003051357
0.296593186372746,2.94170173825617,2.94170173825617,2.8568328884081,2.93191788338999,2.92872824716079,2.92845088386203,2.78669003051357
0.298597194388778,2.96688484569978,2.96688484569978,2.83321769119593,2.9325580963768,2.94284517113092,2.94097247902796,2.78619152247347
0.30060120240481,2.99206795314339,2.99206795314339,3.00423237460072,2.9325580963768,2.95924890261525,2.95537874452638,2.78619152247347
0.302605210420842,3.01725106058699,3.01725106058699,2.60565857219807,2.93353544990041,2.97565263409959,2.9697850100248,2.78557124923768
0.304609218436874,3.0424341680306,3.0424341680306,3.02223031977495,2.95306037518719,2.99572121796292,2.99110483438342,2.78557124923768
0.306613226452906,3.0676172754742,3.0676172754742,2.88506464442343,2.95423817798159,3.01756943289937,3.01377345306581,2.78465734306008
0.308617234468938,3.09280038291781,3.09280038291781,-2.91617215068693,3.07021258420391,3.03941764783583,3.03644207174821,-2.25485802827806
0.31062124248497,3.11798349036141,3.11798349036141,-3.09527205405547,3.07106609611105,3.06417263004335,3.0612193765066,-2.25485802827806
0.312625250501002,-3.14001870937457,3.14316659780502,2.86623079481219,3.07106609611105,3.09095074129573,3.08770328475196,1.36450264662591
0.314629258517034,-3.11483560193096,3.16834970524862,-3.12021512758454,3.07168429016716,3.11772885254812,3.11418719299731,-1.61848697980744
0.316633266533066,-3.08965249448736,3.19353281269223,2.77158565862906,3.07168429016716,-3.13429686399378,-3.13871147181767,1.26985751085196
0.318637274549098,-3.06446938704375,3.21871592013583,-3.12927272543482,-3.12927266701507,-3.10223525516141,-3.10463666762449,-2.75262754722118
0.32064128256513,-3.03928627960015,3.24389902757944,-3.02615505629461,-3.02615526476585,-3.07017364632905,-3.07056186343131,-2.75262754722118
0.322645290581162,-3.01410317215654,3.26908213502305,-2.9977319119661,-2.99773192958311,-3.03751328369446,-3.03596376485029,-2.75280695457927
0.324649298597194,-2.98892006471293,3.29426524246665,-2.88308311131302,-2.94775367349188,-3.00685359041416,-3.00310968509556,-2.75280695457927
0.326653306613226,-2.96373695726933,3.31944834991026,-3.01124608137826,-2.94657587069748,-2.97619389713386,-2.97025560534083,-2.75227363007473
0.328657314629259,-2.93855384982572,3.34463145735386,-2.66023199912322,-2.89586542740568,-2.94911621639708,-2.94050218781954,-2.75227363007473
0.330661322645291,-2.91337074238212,3.36981456479747,-2.94802519038434,-2.89483030809722,-2.9240915699902,-2.91740829370881,-2.75135270040294
0.332665330661323,-2.88818763493851,3.39499767224107,-2.6133713719844,-2.89483030809722,-2.89906692358332,-2.89431439959807,-2.75135270040294
0.334669338677355,-2.86300452749491,3.42018077968468,-2.84409607590084,-2.89419797090781,-2.87693025166693,-2.87344439143952,-2.75038512954995
0.336673346693387,-2.8378214200513,3.44536388712829,-2.90740654816011,-2.89419797090781,-2.85400288131906,-2.85151200521501,-2.75038512954995
0.338677354709419,-2.8126383126077,3.47054699457189,3.06559716759321,-2.89356141933144,-2.83107551097119,-2.82957961899051,1.56386901939327
0.340681362725451,-2.78745520516409,3.4957301020155,-3.07032598791905,-2.89356141933144,-2.80660639339405,-2.80561396187706,-2.565424008776
0.342685370741483,-2.76227209772048,3.5209132094591,-2.60059821855337,-2.75280934841895,-2.78198143546697,-2.78139061011873,-2.56617853548221
0.344689378757515,-2.73708899027688,3.54609631690271,-2.90502030640121,-2.75280934841895,-2.75735647753989,-2.7571672583604,-2.56617853548221
0.346693386773547,-2.71190588283327,3.57127942434631,-2.6118437386382,-2.64013966281312,-2.73346150577673,-2.73348319599704,-2.56620780190052
0.348697394789579,-2.68672277538967,3.59646253178992,-2.61163349859566,-2.64013966281312,-2.71107079079209,-2.7113632019814,-2.56620780190052
0.350701402805611,-2.66153966794606,3.62164563923352,-2.69577607825649,-2.63898396177407,-2.68868007580746,-2.68924320796577,-2.5657972295561
0.352705410821643,-2.63635656050246,3.64682874667713,-2.29052502396137,-2.62400806673376,-2.66905310485607,-2.66999821346579,-2.5657972295561
0.354709418837675,-2.61117345305885,3.67201185412074,-2.74831601349046,-2.6229930379535,-2.64975958912053,-2.65126647202275,-2.56532118703362
0.356713426853707,-2.58599034561525,3.69719496156434,-2.64727314569893,-2.6229930379535,-2.63046607338499,-2.63253473057972,-2.56532118703362
0.35871743486974,-2.56080723817164,3.72237806900795,-2.57650253937201,-2.62215746960913,-2.6111043586148,-2.61406981199042,-2.56484430458582
0.360721442885772,-2.53562413072803,3.74756117645155,-2.71001869544261,-2.62215746960913,-2.59010235260181,-2.59418663139577,-2.56484430458582
0.362725450901804,-2.51044102328443,3.77274428389516,-2.64072025145373,-2.62125472991496,-2.56910034658883,-2.57430345080112,-2.56412071644453
0.364729458917836,-2.48525791584082,3.79792739133876,-2.74347187138632,-2.62125472991496,-2.54519003917748,-2.55191061363644,-2.56412071644453
0.366733466933868,-2.46007480839722,3.82311049878237,-2.5603504731552,-2.56035017565809,-2.52013973268538,-2.52850880990923,-2.56028721903739
0.3687374749499,-2.43489170095361,3.84829360622597,-2.37185578904206,-2.50530674919223,-2.49508942619327,-2.50510700618202,-2.50530636977413
0.370741482965932,-2.40970859351001,3.87347671366958,-2.49880960161206,-2.50423755226247,-2.46846198321289,-2.48031545107038,-2.50423717284437
0.372745490981964,-2.3845254860664,3.89865982111318,-2.5679084286635,-2.50423755226247,-2.4418994026994,-2.45542134932653,-2.50423717284437
0.374749498997996,-2.3593423786228,3.92384292855679,-2.47120861822475,-2.50325230317253,-2.41533682218591,-2.43052724758268,-2.50325192375443
0.376753507014028,-2.36170329494563,3.92148201223395,-2.61050491818914,-2.50325230317253,-2.38921267734447,-2.40562941538168,-2.50325192375443
0.37875751503006,-2.36799907180654,3.91518623537305,-2.04012238354341,-2.40299553678893,-2.3660547730991,-2.38295527003623,-2.4029955361166
0.380761523046092,-2.37429484866744,3.90889045851215,-2.27528112205799,-2.40299553678893,-2.34289686885373,-2.36028112469078,-2.4029955361166
0.382765531062124,-2.38059062552834,3.90259468165125,-2.37100972779141,-2.40251161695542,-2.32499613967056,-2.35835638971016,-2.40251161628309
0.384769539078156,-2.38688640238924,3.89629890479035,-2.33471876555487,-2.40251161695542,-2.31056563078398,-2.35823378553957,-2.40251161628309
0.386773547094188,-2.39318217925014,3.89000312792945,-1.91496580848752,-2.40258816301264,-2.29613512189739,-2.35811118136898,-2.40258816234031
0.38877755511022,-2.39947795611104,3.88370735106854,-1.9783978280806,-2.40258816301264,-2.31092919914367,-2.36178204038085,-2.40258816234031
0.390781563126253,-2.40577373297194,3.87741157420764,-2.45188587050573,-2.41126580124893,-2.32699220242841,-2.37204932890911,-2.41126580057682
0.392785571142285,-2.41206950983284,3.87111579734674,-2.4603435562059,-2.41126580124893,-2.34305520571314,-2.38231661743738,-2.41126580057682
0.394789579158317,-2.41836528669375,3.86482002048584,-2.32272062846051,-2.41241183125793,-2.36071640068341,-2.39327921243628,-2.41241183058581
0.396793587174349,-2.42466106355465,3.85852424362494,-2.43954767114421,-2.4280423429697,-2.37674160382582,-2.4028604164047,-2.42804234230074
0.398797595190381,-2.43095684041555,3.85222846676404,-2.77400581870791,-2.42894098638851,-2.39276680696822,-2.41244162037312,-2.42894098571954
0.400801603206413,-2.43725261727645,3.84593268990314,-2.46393690701053,-2.42894098638851,-2.40638154714892,-2.41983796763563,-2.42894098571954
0.402805611222445,-2.44354839413735,3.83963691304223,-2.43823612080566,-2.42952641032526,-2.41911705220283,-2.42667253424481,-2.42952640965629
0.404809619238477,-2.44984417099825,3.83334113618133,-2.37078446501358,-2.42952641032526,-2.43185255725674,-2.43350710085398,-2.42952640965629
0.406813627254509,-2.45613994785915,3.82704535932043,-2.41091404039691,-2.43013887867125,-2.44360984964175,-2.43989234983916,-2.43013887800228
0.408817635270541,-2.46243572472006,3.82074958245953,-2.41027361488323,-2.43013887867125,-2.45566329053472,-2.44692140637228,-2.43013887800228
0.410821643286573,-2.46873150158096,3.81445380559863,-2.16020191403515,-2.4310400893789,-2.46771673142768,-2.4539504629054,-2.43104008870993
0.412825651302605,-2.47502727844186,3.80815802873773,-2.39941654175531,-2.4310400893789,-2.47956481664937,-2.46151222974289,-2.43104008870993
